		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D102	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0.18429145	0.133964489	0.148682905	0.002414131	0.014683541	0.399147015	0.068920588	0.044672343	3.69E-06	5.65E-05	0.002113275	0.000923068	4.43E-05	3.22E-13
D10397	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"	0.18429145	0.133964489	0.148682905	0.002414131	0.014683541	0.399147015	0.068920588	0.044672343	3.69E-06	5.65E-05	0.002113275	0.000923068	4.43E-05	3.22E-13
D19900	"This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA"	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D19787	"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D16058	Predicted AAA-ATPase	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D13341	PD-(D/E)XK nuclease superfamily	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D10568	"Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein"	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D8130	esterase of the alpha-beta hydrolase superfamily	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D3446	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D1960	Bacterial DNA-binding protein	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D2826	"Beta-ketoacyl synthase, C-terminal domain"	0.183442107	0.133734086	0.148682905	0.002392023	0.014283732	0.371239324	0.068354346	0.044776163	3.94E-06	5.73E-05	0.002132402	0.000932484	3.10E-05	3.31E-13
D16986	"Protein of unknown function, DUF255"	0.180352032	0.130652826	0.148682905	0.002466428	0.014683541	0.428248592	0.069490581	0.046143968	4.68E-06	6.73E-05	0.002358497	0.001068369	9.02E-05	7.04E-13
D2978	Biotin lipoyl attachment domain-containing protein	0.180352032	0.130652826	0.148682905	0.002466428	0.014683541	0.428248592	0.069490581	0.046143968	4.68E-06	6.73E-05	0.002358497	0.001068369	9.02E-05	7.04E-13
D1365	"An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism"	0.180352032	0.130652826	0.148682905	0.002466428	0.014683541	0.428248592	0.069490581	0.046143968	4.68E-06	6.73E-05	0.002358497	0.001068369	9.02E-05	7.04E-13
D2830	Beta-lactamase	0.180352032	0.130652826	0.148682905	0.002466428	0.014683541	0.428248592	0.069490581	0.046143968	4.68E-06	6.73E-05	0.002358497	0.001068369	9.02E-05	7.04E-13
D19732	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	0.180072997	0.133964489	0.148682905	0.002458896	0.014683541	0.399147015	0.069062734	0.046894567	3.78E-06	6.87E-05	0.002369024	0.001057723	6.43E-05	7.40E-13
D19707	Tetratricopeptide repeat	0.180072997	0.133964489	0.148682905	0.002458896	0.014683541	0.399147015	0.069062734	0.046894567	3.78E-06	6.87E-05	0.002369024	0.001057723	6.43E-05	7.40E-13
D791	AcrB/AcrD/AcrF family	0.180072997	0.133964489	0.148682905	0.002458896	0.014683541	0.399147015	0.069062734	0.046894567	3.78E-06	6.87E-05	0.002369024	0.001057723	6.43E-05	7.40E-13
D18311	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	0.180072997	0.133964489	0.148682905	0.002458896	0.014683541	0.399147015	0.069062734	0.046894567	3.78E-06	6.87E-05	0.002369024	0.001057723	6.43E-05	7.40E-13
D2280	Belongs to the D-alanine--D-alanine ligase family	0.178959982	0.126960102	0.148682905	0.002428971	0.013893319	0.399147015	0.068778676	0.045613886	6.56E-06	6.77E-05	0.002390205	0.00110089	6.43E-05	7.04E-13
D1332	Aminotransferase class I and II	0.178959982	0.126960102	0.148682905	0.002428971	0.013893319	0.399147015	0.068778676	0.045613886	6.56E-06	6.77E-05	0.002390205	0.00110089	6.43E-05	7.04E-13
D2230	Belongs to the CDS family	0.178959982	0.126960102	0.148682905	0.002428971	0.013893319	0.399147015	0.068778676	0.045613886	6.56E-06	6.77E-05	0.002390205	0.00110089	6.43E-05	7.04E-13
D14215	PFAM Glycosyl transferase family 4	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D14094	PFAM FAD-dependent pyridine nucleotide-disulphide oxidoreductase	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D13237	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D9483	"Glycosyltransferase, group 1 family protein"	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D9200	glycerophosphoryl diester phosphodiesterase	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D2212	Belongs to the beta-ketoacyl-ACP synthases family	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D2372	Belongs to the glycosyl hydrolase 43 family	0.179237767	0.133734086	0.148682905	0.002436422	0.014283732	0.371239324	0.068495555	0.047002609	4.03E-06	6.96E-05	0.002390205	0.001068369	4.54E-05	7.58E-13
D19062	Sodium/hydrogen exchanger family	0.178682509	0.130200946	0.148682905	0.002421541	0.013893319	0.371239324	0.068354346	0.046357412	5.32E-06	6.92E-05	0.002400859	0.001089952	4.54E-05	7.40E-13
D21306	transporter	0.178682509	0.130200946	0.148682905	0.002421541	0.013893319	0.371239324	0.068354346	0.046357412	5.32E-06	6.92E-05	0.002400859	0.001089952	4.54E-05	7.40E-13
D5322	COG1063 Threonine dehydrogenase and related Zn-dependent dehydrogenases	0.178128499	0.137104285	0.148682905	0.002443893	0.014283732	0.344545604	0.065852223	0.049657437	4.34E-06	7.01E-05	0.002369024	0.001063034	4.65E-05	8.37E-13
D17445	pyridoxal phosphate binding	0.177575737	0.133503982	0.148682905	0.002428971	0.013893319	0.344545604	0.065715403	0.048982505	5.71E-06	6.96E-05	0.002379594	0.001084519	4.65E-05	8.17E-13
D9444	Glycosyl transferases group 1	0.177575737	0.133503982	0.148682905	0.002428971	0.013893319	0.344545604	0.065715403	0.048982505	5.71E-06	6.96E-05	0.002379594	0.001084519	4.65E-05	8.17E-13
D5651	"COG3090 TRAP-type C4-dicarboxylate transport system, small permease component"	0.177575737	0.133503982	0.148682905	0.002428971	0.013893319	0.344545604	0.065715403	0.048982505	5.71E-06	6.96E-05	0.002379594	0.001084519	4.65E-05	8.17E-13
D5123	COG0436 Aspartate tyrosine aromatic aminotransferase	0.177575737	0.133503982	0.148682905	0.002428971	0.013893319	0.344545604	0.065715403	0.048982505	5.71E-06	6.96E-05	0.002379594	0.001084519	4.65E-05	8.17E-13
D71	[formate-C-acetyltransferase]-activating enzyme activity	0.177575737	0.133503982	0.148682905	0.002428971	0.013893319	0.344545604	0.065715403	0.048982505	5.71E-06	6.96E-05	0.002379594	0.001084519	4.65E-05	8.17E-13
D3770	"Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB)"	0.177575737	0.133503982	0.148682905	0.002428971	0.013893319	0.344545604	0.065715403	0.048982505	5.71E-06	6.96E-05	0.002379594	0.001084519	4.65E-05	8.17E-13
D6189	"CRISPR-associated helicase, Cas3"	0.176748929	0.133503982	0.148682905	0.002443893	0.013893319	0.344545604	0.063557183	0.050914552	7.55E-06	6.87E-05	0.002348011	0.001089952	6.73E-05	8.58E-13
D13309	PAS fold	0.177851962	0.140777102	0.148682905	0.002473981	0.014683541	0.344545604	0.063823797	0.052315455	4.37E-06	6.96E-05	0.002327164	0.001047172	6.73E-05	9.01E-13
D21196	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	0.191479872	0.141016565	0.148682905	0.002362826	0.015092926	0.371239324	0.063957442	0.04519343	3.81E-06	3.79E-05	0.001628696	0.000684707	3.10E-05	6.73E-14
D15465	Phosphate acetyl/butaryl transferase	0.191479872	0.141016565	0.148682905	0.002362826	0.015092926	0.371239324	0.063957442	0.04519343	3.81E-06	3.79E-05	0.001628696	0.000684707	3.10E-05	6.73E-14
D13279	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"	0.191479872	0.141016565	0.148682905	0.002362826	0.015092926	0.371239324	0.063957442	0.04519343	3.81E-06	3.79E-05	0.001628696	0.000684707	3.10E-05	6.73E-14
D2263	Belongs to the ClpA ClpB family	0.191479872	0.141016565	0.148682905	0.002362826	0.015092926	0.371239324	0.063957442	0.04519343	3.81E-06	3.79E-05	0.001628696	0.000684707	3.10E-05	6.73E-14
D9511	GMP reductase activity	0.191479872	0.141016565	0.148682905	0.002362826	0.015092926	0.371239324	0.063957442	0.04519343	3.81E-06	3.79E-05	0.001628696	0.000684707	3.10E-05	6.73E-14
D6538	"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage"	0.190026343	0.148343189	0.148682905	0.002399372	0.01551207	0.344545604	0.05953817	0.050339953	4.13E-06	3.79E-05	0.001583991	0.000670534	4.65E-05	8.15E-14
D17454	Pyridoxal-phosphate dependent enzyme	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D9605	GTPase that plays an essential role in the late steps of ribosome biogenesis	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D6150	"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site"	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D3531	"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source"	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D3474	"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth"	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D1835	"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner"	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D1671	associated with various cellular activities	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D1807	ATP-dependent peptidase activity	0.19118853	0.144767377	0.148682905	0.002392023	0.01551207	0.371239324	0.061976273	0.04765515	3.84E-06	3.77E-05	0.001598769	0.000674052	4.54E-05	7.31E-14
D14600	PFAM peptidase U32	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D10678	"Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP"	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D7120	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D6344	Cytidine and deoxycytidylate deaminase zinc-binding region	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D5993	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D3606	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D2572	Belongs to the purine pyrimidine phosphoribosyltransferase family	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D441	"AAA domain, putative AbiEii toxin, Type IV TA system"	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D2433	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	0.195000833	0.141016565	0.148682905	0.002333947	0.015092926	0.371239324	0.061715898	0.044776163	4.95E-06	3.05E-05	0.001425989	0.000597225	3.10E-05	2.83E-14
D19364	"Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. Binds the unpaired 3'-DNA end and kinks the DNA to facilitate 5' cleavage specificity. Cleaves one nucleotide into the double- stranded DNA from the junction in flap DNA, leaving a nick for ligation. Also involved in the base excision repair (BER) pathway. Acts as a genome stabilization factor that prevents flaps from equilibrating into"	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D18270	RNA methyltransferase TrmH family	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D15124	Pfam:DnaJ_C	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D12824	NUDIX domain	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D8735	"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs"	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D6992	"DNA polymerase III, delta subunit"	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D3253	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D2275	Belongs to the cysteine synthase cystathionine beta- synthase family	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
D1684	"ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins"	0.194705664	0.144767377	0.148682905	0.002362826	0.01551207	0.371239324	0.059791102	0.047219303	4.99E-06	3.03E-05	0.001399431	0.000587812	4.54E-05	3.08E-14
