		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D3608	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	0.371686236	0.292084466	0.288765848	0.177055593	0.396959666	-0.148125486	-0.135073967	0.074895386	0.142319289	0.199334238	0.01129563	0.049071929	-0.016085287	-0.111935607
D2276	Belongs to the cytidylate kinase family. Type 1 subfamily	0.377002174	0.291935353	0.229878469	0.160024662	0.371848411	-0.185233343	-0.123909245	0.090420219	0.103211234	0.189192317	-0.039507868	-0.016929099	-0.023410577	-0.001922004
D10481	Insulinase (Peptidase family M16)	0.302466021	0.222622449	0.223464239	0.16554378	0.324604577	-0.208202764	-0.092281571	0.109374948	0.120214792	0.13316392	0.010645376	0.010097762	-0.046642906	0.001080915
D3716	Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate	0.332890524	0.220273769	0.124386727	0.111513068	0.284326852	-0.095711893	-0.168444355	0.083825486	0.180388751	0.190205664	-0.062325112	0.049350866	-0.061079397	-0.023350095
D8930	"GDP-mannose 4,6 dehydratase"	0.293842877	0.203782292	0.164140281	0.185415194	0.296811387	-0.150268348	-0.124712148	0.063854517	0.187126111	0.149703452	-0.06043767	-0.018927305	-0.065939828	-0.020371858
D21198	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein	0.300642236	0.314863655	0.169528071	0.123035358	0.298188003	-0.081189463	-0.168444355	0.094514366	0.189779195	0.244390232	-0.09549534	0.067707273	-0.000535423	0.042335685
D2523	Belongs to the peptidase M48B family	0.340590379	0.269171995	0.19773428	0.133402197	0.310381793	-0.092019663	-0.116539995	0.080434294	0.140956768	0.203229757	-0.029054469	0.043530147	0.005445636	-0.000730471
D21214	Transglycosylase associated protein	0.322779309	0.236273769	0.219181345	0.120022839	0.330560807	-0.082546586	-0.189412988	0.083249573	0.122225961	0.167252551	-0.059509484	0.006322131	-0.029063778	0.042523983
D13300	Participates in the control of copper homeostasis	0.255792475	0.2601124	0.259416798	0.193254528	0.390383372	-0.149685514	-0.209476639	0.092556908	0.103910172	0.176892584	-0.087402301	0.123204712	0.082443201	0.054974018
D14861	PFAM SNARE associated Golgi protein	0.324943808	0.27976161	0.294782901	0.220014629	0.49559389	-0.050873889	-0.168444355	0.153303206	0.117590157	0.269347471	-0.060273795	0.113502186	0.083649532	0.038320342
D12813	nucleotidyl transferase	0.299768599	0.23882714	0.186900359	0.108811322	0.381414499	-0.101758061	-0.146076184	0.114916029	0.017060761	0.185034644	-0.075184925	0.040773352	0.019884236	-0.021947185
D3658	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	0.356741183	0.188374668	0.2151499	0.149576806	0.365737025	-0.018580289	-0.085726504	0.133025328	0.1233059	0.194066358	-0.146203799	0.099297245	-0.024137714	0.003292697
D9048	glucose metabolic process	0.356741183	0.188374668	0.2151499	0.149576806	0.365737025	-0.018580289	-0.085726504	0.133025328	0.1233059	0.194066358	-0.146203799	0.099297245	-0.024137714	0.003292697
D13319	Patatin-like phospholipase	0.259239244	0.274954626	0.100294742	0.083798343	0.373429458	-0.114509444	-0.007853558	0.080445804	0.045853716	0.217437663	-0.016058916	0.182167405	-0.11981056	0.04374838
D2003	Bacterial protein of unknown function (DUF853)	0.331731706	0.31731492	0.245127225	0.095021051	0.310462069	0.016228668	-0.019896353	0.164480337	0.123984686	0.308795229	0.106083889	0.004245396	-0.049469136	0.03989048
D11807	mevalonate kinase	0.356579451	0.224779922	0.136781137	0.012249516	0.311086228	0.017506852	0.007210551	0.142289691	0.096579852	0.191985329	0.102426803	0.025337936	-0.117463819	0.03713949
D17012	protein refolding	0.36161544	0.235355692	0.219421182	0.123248661	0.299965968	-0.05370549	0.012515672	0.067387657	0.21121409	0.195338452	0.077473911	0.100348231	0.009879671	0.071793266
D15591	Phosphoglycerate mutase	0.341898549	0.213707248	0.165329614	0.117619394	0.260608556	-0.094471556	0.006507234	0.158095487	0.250115428	0.226266446	-0.001362575	0.052453497	0.061765122	0.080051263
D1660	Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn)	0.385475635	0.176800889	0.189170528	0.185508384	0.327675506	-0.082975764	-0.0462108	0.102384512	0.241334472	0.190448788	-0.01336245	0.07756051	0.033021657	0.042989506
D16491	Protein of unknown function (DUF1706)	0.32361081	0.206266703	0.181433481	0.161661215	0.293914148	-0.033174677	-0.067015496	0.147958766	0.212081499	0.215121445	-0.021691583	0.053291246	-0.000864914	0.051151983
D3203	Carbamoyl-phosphate synthetase ammonia chain	0.334665965	0.315148141	0.180236057	0.077498855	0.23449041	-0.087557001	-0.056101794	0.120392272	0.182316857	0.205814085	-0.028791026	0.092267743	0.028154351	0.143352805
D11556	Membrane domain of glycerophosphoryl diester phosphodiesterase	0.352954117	0.271296524	0.218912581	0.116796162	0.249099693	-0.045373979	-0.0577635	0.089404532	0.173350106	0.169347308	0.014301997	0.134340137	0.065885692	0.137633232
D9524	GntP family permease	0.261338782	0.242365011	0.12723821	0.0881954	0.254298894	-0.0487462	-0.083318617	0.06022886	0.224808366	0.183220728	-0.038950222	0.132153988	-0.023198932	0.045386993
D15447	PhoH-like protein	0.287110339	0.258423858	0.166028957	0.099944228	0.213312407	-0.089674403	-0.107497424	0.039862677	0.21787519	0.17252473	-0.016764149	0.02190594	0.006482412	0.044490842
D17177	PspC domain	0.408627379	0.217331499	0.138172103	0.083642547	0.295065771	-0.025761883	-0.06721106	0.025076995	0.133333906	0.169007082	-0.015178532	0.097573028	0.002311461	0.062922646
D17852	"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins"	0.408551902	0.168077481	0.07844745	0.099370626	0.368792983	-0.02504736	-0.016230687	-0.003712883	0.148498732	0.177407685	-0.015377629	0.159664373	0.017771823	0.07353037
D7388	Domain of unknown function (DUF4173)	0.370194784	0.248987995	0.133526594	0.153094999	0.225448617	-0.028893015	0.006507234	0.029473876	0.198325502	0.225804206	0.002433169	0.054918115	0.033568999	0.113872313
D15848	"Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism"	0.400463251	0.266598343	0.151917986	0.121464137	0.28501991	-0.023553567	-0.035620849	0.048223293	0.161859393	0.17735393	-0.022477194	0.089859901	0.099794592	0.188895718
D6836	Displays ATPase and GTPase activities	0.40882012	0.228205481	0.141500753	0.224902873	0.285481948	-0.031813199	-0.031595895	0.065489946	0.159176409	0.182660452	-0.074894883	0.065881243	0.064621426	0.092963928
D13622	Permease	0.403014236	0.274235942	0.089718687	0.172063521	0.308243569	-0.061920378	-0.059804883	0.081812279	0.209392472	0.224236658	-0.096291324	-0.014987429	0.058392807	0.15383322
D562	ABC-type Fe3 transport system permease component	0.316534296	0.168597538	0.141347913	0.142954457	0.276528756	0.079349941	-0.134116251	0.074532695	0.002553433	0.09697054	0.045583837	0.119372384	0.025184872	0.156793804
D13488	Peptidase propeptide and YPEB domain	0.341441236	0.196396161	0.138965371	0.169689212	0.245668802	0.041745599	-0.146076184	0.023331575	-0.012106129	0.072802789	0.040731251	0.087815405	0.036416165	0.16433624
D5533	"COG1961 Site-specific recombinases, DNA invertase Pin homologs"	0.355705292	0.133615596	0.060684518	0.215955641	0.253023754	0.033083912	-0.168444355	-0.08168771	0.126309855	0.029766274	0.100078069	0.071791814	0.046993656	0.156511101
D13387	Penicillinase repressor	0.280375149	0.165196192	0.148923386	0.235394157	0.322512879	0.015722716	-0.219270337	0.014655693	0.101174544	-0.019913602	0.005715933	0.134913296	0.032846144	0.218629857
D18637	Ser Thr phosphatase family protein	0.381064967	0.169797943	0.246543543	0.168713206	0.3078166	-0.126038561	-0.101198149	0.167939538	0.030056387	0.055284815	0.128871142	0.050419596	0.003402998	0.170729544
D121	"2-hydroxyglutaryl-CoA dehydratase, D-component"	0.448286801	0.235936347	0.202578182	0.177950248	0.259598571	-0.114238218	-0.0616144	0.129209805	0.090966692	0.114947534	0.076917601	0.048802894	0.013516024	0.127861941
D18051	"Ribonucleotide reductase, barrel domain"	0.464345867	0.169503509	0.173882323	0.094522898	0.282011486	-0.068777387	-0.0199847	0.074138539	0.091702586	0.074172964	0.095362939	0.060781355	-0.018956326	0.142058274
D1331	aminotransferase class I and II	0.358153636	0.182008039	0.087545257	0.094414059	0.328780651	-0.102297697	-0.062256217	0.065057235	0.089763428	0.113043642	0.098005217	0.114846565	-0.051502751	0.147258372
D1045	Alcohol dehydrogenase zinc-binding domain protein	0.399745483	0.100707429	0.0774265	0.130062209	0.27104325	-0.124393694	-0.040719125	0.021912204	0.048419477	0.01231279	0.079914062	0.059874565	0.035379098	0.138834861
D12900	oligoendopeptidase F	0.38893191	0.12773359	0.160765281	0.177853967	0.277168104	-0.082381902	-0.159229735	-0.028947381	0.083011333	0.014694615	0.034225416	0.052399355	-0.031198396	0.097513756
D4905	COG NOG26583 non supervised orthologous group	0.253007005	0.078856888	0.057812926	0.174360131	0.319501421	-0.080759161	-0.134116251	0.098100346	0.0746003	0.123509324	-0.071229632	0.00961292	-0.02843136	0.0793091
D10868	KaiC	0.269470599	0.202385227	0.074946207	0.150138926	0.27381548	-0.132108735	-0.168444355	0.053896622	0.003227965	0.084531244	-0.102434901	-0.048197583	0.015939128	0.072057955
D2575	Belongs to the pyridoxine kinase family	0.347207486	0.308262725	0.117041945	0.132937664	0.329353421	-0.059902877	-0.157477519	0.03878519	0.031392993	0.165494534	-0.071954347	0.038309648	0.07364057	0.197432629
D14198	"PFAM Glycoside hydrolase, family 38"	0.27290712	0.211628709	0.074549546	0.184446434	0.428278135	-0.083198196	-0.134116251	0.032503718	0.079657099	0.205923143	-0.163257378	-0.011277247	0.120710307	0.162058489
D21175	transferase	0.251683637	0.223021226	0.143954636	0.21030867	0.34350675	-0.143050933	-0.157477519	0.03022391	0.077424292	0.153220338	-0.09075199	0.004295937	0.110894034	0.118317275
D21000	TraM recognition site of TraD and TraG	0.360886652	0.150531687	0.257120712	0.185735752	0.357742512	-0.084066027	-0.199535572	-0.002995007	0.07929374	0.103700464	-0.092848488	0.10666669	0.176041104	0.090754599
D3273	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	0.346222436	0.185968068	0.30764496	0.207480096	0.430457016	-0.047390174	-0.189412988	0.080148044	0.02217732	0.085590587	0.006304311	0.06264657	0.086054551	0.144918844
D15667	phosphoprotein phosphatase activity	0.26562041	0.201358621	0.245625385	0.162489701	0.371237389	-0.072131473	-0.199535572	0.018189189	-0.013929478	0.078470552	-0.034142031	0.053621518	0.058070512	0.160531527
D872	acyl-CoA transferases carnitine dehydratase	0.348933008	0.221335033	0.300735192	0.256327319	0.303415776	-0.148014996	-0.157477519	0.15120603	0.179760158	0.088164919	0.032660617	0.064767564	0.113059933	0.149026978
D1615	"Asparagine synthase, glutamine-hydrolyzing"	0.3266375	0.181871636	0.230446394	0.256532892	0.354084829	-0.133744065	-0.209476639	0.109829479	0.014112149	0.10222364	-0.031037962	0.015017901	0.134923173	0.154663744
D19037	Sodium alanine symporter	0.392513742	0.147017061	0.224619481	0.291219258	0.294040485	-0.184197072	-0.123909245	0.09236474	0.009811734	0.081512272	0.010748988	-0.034524388	0.173009877	0.159099252
D6812	Dipeptidase	0.405117421	0.182354847	0.234818106	0.31010304	0.521105029	-0.204585193	0.04260783	0.127360033	0.176739721	0.1401758	0.019613136	0.202691644	0.098055907	0.157544251
D15309	Phage minor structural protein GP20	0.398515023	0.196816153	0.180937422	0.22062566	0.408268641	-0.104334587	-0.048232374	0.037205525	0.073320922	0.141410531	0.034392289	0.126668824	0.063056344	0.115921217
D21202	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	0.404473867	0.155875441	0.160961793	0.199436741	0.356199598	-0.181115052	0.022398583	0.078576531	0.064970616	0.058353099	0.080114365	0.172190382	0.059660729	0.234919351
D3417	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	0.380239016	0.03844688	0.171210016	0.222136042	0.338070787	-0.105743271	0.069497988	-0.030092755	0.010686201	-0.046310954	0.127279971	0.250079538	0.047677947	0.170795364
D3654	"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"	0.366504164	0.15785257	0.252235743	0.212293024	0.435752452	-0.08533561	0.099418271	-0.007775086	0.109734388	0.100643483	0.068627715	0.171848575	0.14503313	0.059204644
D8282	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	0.412168182	0.146317299	0.255627497	0.199859745	0.300077601	-0.071537421	0.100827688	-0.025312585	0.043041677	0.064936989	0.242724081	0.229998336	0.0875261	0.053432671
D1990	Bacterial mobilization protein MobC	0.216048155	0.134712535	0.191933391	0.14913509	0.288716217	0.009484962	0.0962635	-0.010729991	-0.017145944	0.153723322	-0.008598072	0.123929778	0.244605895	0.152364823
D1296	"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner"	0.180689371	0.1767607	0.23031794	0.219963034	0.083456171	-0.034597712	0.027922004	-0.027882524	0.048047112	0.117242012	0.117099958	0.095148672	0.166872074	0.027523563
D1989	Bacterial mobilisation protein (MobC)	0.23801967	0.153580456	0.147446998	0.283514008	0.134495198	-0.072594687	0.072955986	-0.025984277	0.094868666	0.05753898	0.114446328	0.182710581	0.192075547	0.117648557
D2456	Belongs to the methyltransferase superfamily	0.204856136	0.184648319	0.152776586	0.07107408	0.205159183	-0.097995365	-0.055484613	0.026438642	0.099007271	0.091502593	0.05400827	0.158849066	0.064304083	0.022647334
D2577	Belongs to the pyruvate kinase family	0.369330134	0.201900397	0.261422621	0.129340439	0.277030095	-0.061307462	-0.041784447	-0.046990375	0.068986892	0.099411546	0.097670196	0.13061563	0.071976111	0.047192486
D14726	PFAM Protein kinase domain	0.321980009	0.152728466	0.15089251	0.170595686	0.20521134	-0.090192539	0.045679567	-0.073724161	0.049605665	0.132360243	0.057090649	0.134649033	0.087495774	0.057090649
D12736	nuclear chromosome segregation	0.302451745	0.13871157	0.233192598	0.098004804	0.310462069	0.012935203	-0.040921577	-0.010247592	0.106833177	0.160872635	0.097224438	0.28153548	-0.032271897	-0.065757322
D2677	Belongs to the universal ribosomal protein uL29 family	0.275787986	0.233015088	0.283226626	0.193479986	0.253642285	0.046691253	-0.028126585	-0.055746513	0.107086308	0.151764985	0.105175855	0.216787337	0.094641248	0.104950398
D9608	GtrA-like protein	0.356969417	0.197198009	0.258149048	0.180190822	0.280878157	0.001128944	-0.069014992	0.033565993	0.095681361	0.113111037	-0.004924518	0.198860693	0.091624802	0.049439057
D10681	"Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)"	0.314940346	0.206426305	0.293441007	0.137641714	0.260802546	0.044112489	-0.095122146	0.035571584	0.107158493	0.117857004	0.043325388	0.180463047	0.047834786	0.000413338
D10605	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	0.295651078	0.180636638	0.2880313	0.219144548	0.2195316	-0.032234547	-0.095122146	0.046473125	0.105281685	0.124281674	0.036674396	0.181249108	0.122583288	0.001127287
D18292	"RNA polymerase Rpb1, domain 3"	0.304103287	0.132508536	0.314674535	0.210670298	0.224885282	-0.03152133	-0.055378758	-0.00644158	0.077417771	0.096629275	0.126565489	0.176059591	0.105469398	-0.034261142
D17733	relaxase mobilization nuclease domain protein	0.4093522	0.261312737	0.22045485	0.1841909	0.48882618	0.086173037	0.02685169	0.105840093	0.043142691	0.242999532	-0.087642751	0.170808732	0.176662025	0.139858559
D3376	Catalyzes the addition of an amino acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan	0.460471863	0.220802551	0.247301109	0.270006679	0.436141196	0.006443736	-0.02412962	0.17256599	0.101718588	0.228544224	-0.032798329	0.102319106	0.09166085	0.056737208
