		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D10481	Insulinase (Peptidase family M16)	-0.170846814	-0.19246116	-0.18559278	-0.378559807	-0.308568601	0.108977979	0.232559919	0.25592617	0.549777998	0.488372117	0.383159311	0.410400214	0.494334907	0.768040655
D102	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	-0.170846814	-0.19246116	-0.18559278	-0.378559807	-0.308568601	0.108977979	0.232559919	0.25592617	0.549777998	0.488372117	0.383159311	0.410400214	0.494334907	0.768040655
D10397	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"	-0.170846814	-0.19246116	-0.18559278	-0.378559807	-0.308568601	0.108977979	0.232559919	0.25592617	0.549777998	0.488372117	0.383159311	0.410400214	0.494334907	0.768040655
D19900	"This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA"	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D19787	"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D16058	Predicted AAA-ATPase	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D13341	PD-(D/E)XK nuclease superfamily	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D10568	"Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein"	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D8130	esterase of the alpha-beta hydrolase superfamily	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D3446	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D1960	Bacterial DNA-binding protein	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D2826	"Beta-ketoacyl synthase, C-terminal domain"	-0.171173169	-0.192573088	-0.18559278	-0.378879852	-0.309765236	0.11552795	0.23302284	0.255805989	0.548445607	0.488023963	0.38285	0.410079902	0.502939518	0.767814794
D16986	"Protein of unknown function, DUF255"	-0.172369804	-0.194084124	-0.18559278	-0.377813036	-0.308568601	0.102428007	0.232096998	0.254243632	0.544864805	0.4840202	0.379370248	0.405755685	0.476552044	0.761038961
D2978	Biotin lipoyl attachment domain-containing protein	-0.172369804	-0.194084124	-0.18559278	-0.377813036	-0.308568601	0.102428007	0.232096998	0.254243632	0.544864805	0.4840202	0.379370248	0.405755685	0.476552044	0.761038961
D1365	"An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism"	-0.172369804	-0.194084124	-0.18559278	-0.377813036	-0.308568601	0.102428007	0.232096998	0.254243632	0.544864805	0.4840202	0.379370248	0.405755685	0.476552044	0.761038961
D2830	Beta-lactamase	-0.172369804	-0.194084124	-0.18559278	-0.377813036	-0.308568601	0.102428007	0.232096998	0.254243632	0.544864805	0.4840202	0.379370248	0.405755685	0.476552044	0.761038961
D19732	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	-0.172478589	-0.19246116	-0.18559278	-0.377919718	-0.308568601	0.108977979	0.232444189	0.253402362	0.549278352	0.48349797	0.379215592	0.406075997	0.485156655	0.760587239
D19707	Tetratricopeptide repeat	-0.172478589	-0.19246116	-0.18559278	-0.377919718	-0.308568601	0.108977979	0.232444189	0.253402362	0.549278352	0.48349797	0.379215592	0.406075997	0.485156655	0.760587239
D791	AcrB/AcrD/AcrF family	-0.172478589	-0.19246116	-0.18559278	-0.377919718	-0.308568601	0.108977979	0.232444189	0.253402362	0.549278352	0.48349797	0.379215592	0.406075997	0.485156655	0.760587239
D18311	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	-0.172478589	-0.19246116	-0.18559278	-0.377919718	-0.308568601	0.108977979	0.232444189	0.253402362	0.549278352	0.48349797	0.379215592	0.406075997	0.485156655	0.760587239
D2280	Belongs to the D-alanine--D-alanine ligase family	-0.172913729	-0.195930945	-0.18559278	-0.378346444	-0.310961871	0.108977979	0.232675649	0.254844538	0.537786476	0.483846123	0.378906281	0.404794748	0.485156655	0.761038961
D1332	Aminotransferase class I and II	-0.172913729	-0.195930945	-0.18559278	-0.378346444	-0.310961871	0.108977979	0.232675649	0.254844538	0.537786476	0.483846123	0.378906281	0.404794748	0.485156655	0.761038961
D2230	Belongs to the CDS family	-0.172913729	-0.195930945	-0.18559278	-0.378346444	-0.310961871	0.108977979	0.232675649	0.254844538	0.537786476	0.483846123	0.378906281	0.404794748	0.485156655	0.761038961
D14215	PFAM Glycosyl transferase family 4	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D14094	PFAM FAD-dependent pyridine nucleotide-disulphide oxidoreductase	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D13237	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D9483	"Glycosyltransferase, group 1 family protein"	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D9200	glycerophosphoryl diester phosphodiesterase	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D2212	Belongs to the beta-ketoacyl-ACP synthases family	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D2372	Belongs to the glycosyl hydrolase 43 family	-0.172804944	-0.192573088	-0.18559278	-0.378239762	-0.309765236	0.11552795	0.23290711	0.253282181	0.54794596	0.483149816	0.378906281	0.405755685	0.493761266	0.760361378
D19062	Sodium/hydrogen exchanger family	-0.173022514	-0.194307981	-0.18559278	-0.378453126	-0.310961871	0.11552795	0.23302284	0.254003269	0.542200022	0.483323893	0.378751625	0.40511506	0.493761266	0.760587239
D21306	transporter	-0.173022514	-0.194307981	-0.18559278	-0.378453126	-0.310961871	0.11552795	0.23302284	0.254003269	0.542200022	0.483323893	0.378751625	0.40511506	0.493761266	0.760587239
D5322	COG1063 Threonine dehydrogenase and related Zn-dependent dehydrogenases	-0.173240084	-0.190950124	-0.18559278	-0.378133081	-0.309765236	0.122077922	0.235105984	0.250397829	0.54644702	0.48297574	0.379215592	0.405915841	0.493187625	0.759457933
D17445	pyridoxal phosphate binding	-0.173457654	-0.192685017	-0.18559278	-0.378346444	-0.310961871	0.122077922	0.235221714	0.251118917	0.540701082	0.483149816	0.379060937	0.405275216	0.493187625	0.759683794
D9444	Glycosyl transferases group 1	-0.173457654	-0.192685017	-0.18559278	-0.378346444	-0.310961871	0.122077922	0.235221714	0.251118917	0.540701082	0.483149816	0.379060937	0.405275216	0.493187625	0.759683794
D5651	"COG3090 TRAP-type C4-dicarboxylate transport system, small permease component"	-0.173457654	-0.192685017	-0.18559278	-0.378346444	-0.310961871	0.122077922	0.235221714	0.251118917	0.540701082	0.483149816	0.379060937	0.405275216	0.493187625	0.759683794
D5123	COG0436 Aspartate tyrosine aromatic aminotransferase	-0.173457654	-0.192685017	-0.18559278	-0.378346444	-0.310961871	0.122077922	0.235221714	0.251118917	0.540701082	0.483149816	0.379060937	0.405275216	0.493187625	0.759683794
D71	[formate-C-acetyltransferase]-activating enzyme activity	-0.173457654	-0.192685017	-0.18559278	-0.378346444	-0.310961871	0.122077922	0.235221714	0.251118917	0.540701082	0.483149816	0.379060937	0.405275216	0.493187625	0.759683794
D3770	"Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB)"	-0.173457654	-0.192685017	-0.18559278	-0.378346444	-0.310961871	0.122077922	0.235221714	0.251118917	0.540701082	0.483149816	0.379060937	0.405275216	0.493187625	0.759683794
D6189	"CRISPR-associated helicase, Cas3"	-0.173784009	-0.192685017	-0.18559278	-0.378133081	-0.310961871	0.122077922	0.237073398	0.249075834	0.534788595	0.48349797	0.379524904	0.40511506	0.484009374	0.759232072
D13309	PAS fold	-0.173348869	-0.189215231	-0.18559278	-0.377706354	-0.308568601	0.122077922	0.236841938	0.247633658	0.546280471	0.483149816	0.379834215	0.406396309	0.484009374	0.75878035
D21196	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	-0.16812719	-0.189103303	-0.18559278	-0.379306579	-0.307371967	0.11552795	0.236726207	0.255325264	0.549111803	0.498120411	0.391974681	0.419689272	0.502939518	0.78136646
D15465	Phosphate acetyl/butaryl transferase	-0.16812719	-0.189103303	-0.18559278	-0.379306579	-0.307371967	0.11552795	0.236726207	0.255325264	0.549111803	0.498120411	0.391974681	0.419689272	0.502939518	0.78136646
D13279	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"	-0.16812719	-0.189103303	-0.18559278	-0.379306579	-0.307371967	0.11552795	0.236726207	0.255325264	0.549111803	0.498120411	0.391974681	0.419689272	0.502939518	0.78136646
D2263	Belongs to the ClpA ClpB family	-0.16812719	-0.189103303	-0.18559278	-0.379306579	-0.307371967	0.11552795	0.236726207	0.255325264	0.549111803	0.498120411	0.391974681	0.419689272	0.502939518	0.78136646
D9511	GMP reductase activity	-0.16812719	-0.189103303	-0.18559278	-0.379306579	-0.307371967	0.11552795	0.236726207	0.255325264	0.549111803	0.498120411	0.391974681	0.419689272	0.502939518	0.78136646
D6538	"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage"	-0.168671115	-0.185745446	-0.18559278	-0.378773171	-0.306175332	0.122077922	0.240661036	0.249676741	0.547446313	0.498120411	0.392902615	0.420329897	0.493187625	0.779785432
D17454	Pyridoxal-phosphate dependent enzyme	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D9605	GTPase that plays an essential role in the late steps of ribosome biogenesis	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D6150	"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site"	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D3531	"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source"	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D3474	"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth"	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D1835	"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner"	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D1671	associated with various cellular activities	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D1807	ATP-dependent peptidase activity	-0.168235975	-0.18736841	-0.18559278	-0.378879852	-0.306175332	0.11552795	0.238462161	0.252561093	0.548945254	0.498294487	0.392593304	0.420169741	0.493761266	0.780688876
D14600	PFAM peptidase U32	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D10678	"Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP"	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D7120	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D6344	Cytidine and deoxycytidylate deaminase zinc-binding region	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D5993	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D3606	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D2572	Belongs to the purine pyrimidine phosphoribosyltransferase family	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D441	"AAA domain, putative AbiEii toxin, Type IV TA system"	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D2433	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	-0.16682177	-0.189103303	-0.18559278	-0.379733305	-0.307371967	0.11552795	0.238693622	0.255805989	0.543698963	0.503342711	0.396382367	0.423853333	0.502939518	0.788368154
D19364	"Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. Binds the unpaired 3'-DNA end and kinks the DNA to facilitate 5' cleavage specificity. Cleaves one nucleotide into the double- stranded DNA from the junction in flap DNA, leaving a nick for ligation. Also involved in the base excision repair (BER) pathway. Acts as a genome stabilization factor that prevents flaps from equilibrating into"	-0.166930555	-0.18736841	-0.18559278	-0.379306579	-0.306175332	0.11552795	0.240429575	0.253041818	0.543532414	0.503516788	0.397000989	0.424333802	0.493761266	0.78769057
