		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D3716	Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate	0.008200447	0.085370679	0.335428389	0.3882028	0.025112038	0.459299818	0.190631346	0.517145658	0.160612202	0.138671404	0.630353399	0.703267676	0.637217482	0.857041382
D8930	"GDP-mannose 4,6 dehydratase"	0.020445806	0.112139772	0.20237797	0.149078802	0.019150322	0.243708213	0.334155627	0.621968529	0.145297099	0.245505493	0.640765421	0.883910498	0.610612727	0.875118782
D21198	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein	0.017582404	0.012683434	0.1877524	0.340746255	0.018573704	0.530453898	0.190631346	0.464962678	0.139575175	0.055580989	0.460321056	0.601058747	0.996704647	0.743884202
D2523	Belongs to the peptidase M48B family	0.00675398	0.034383485	0.12343126	0.301294222	0.014081413	0.476880197	0.367035136	0.53429743	0.274492948	0.113137147	0.822627672	0.736915677	0.966493405	0.995504203
D21214	Transglycosylase associated protein	0.010505497	0.064482078	0.086971577	0.352789247	0.008688272	0.523581209	0.140354761	0.52003876	0.343956431	0.193833857	0.64591129	0.96110427	0.822571761	0.742784291
D13300	Participates in the control of copper homeostasis	0.04478785	0.041177676	0.041742206	0.132337798	0.001708	0.245562712	0.102250754	0.474300017	0.421560091	0.169013251	0.499361224	0.34007695	0.524103197	0.671290329
D14861	PFAM SNARE associated Golgi protein	0.009969624	0.027651732	0.020027743	0.08574832	4.21E-05	0.694553166	0.190631346	0.234206797	0.362703315	0.034261722	0.64167273	0.379741705	0.5180287	0.767457139
D12813	nucleotidyl transferase	0.017929968	0.061566102	0.145791945	0.399872771	0.002223214	0.431291466	0.257261833	0.373795408	0.895291025	0.149929812	0.561387546	0.753029776	0.878084879	0.865548288
D3658	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	0.004425682	0.142582895	0.093084743	0.24590967	0.003464335	0.8860246	0.507653899	0.302674249	0.339677433	0.130688739	0.256841868	0.442572712	0.852272465	0.97973659
D9048	glucose metabolic process	0.004425682	0.142582895	0.093084743	0.24590967	0.003464335	0.8860246	0.507653899	0.302674249	0.339677433	0.130688739	0.256841868	0.442572712	0.852272465	0.97973659
D13319	Patatin-like phospholipase	0.041887322	0.030555845	0.437980134	0.517281826	0.00279429	0.37549963	0.951692585	0.534238746	0.72342059	0.089575697	0.901408206	0.156458176	0.353647645	0.735644753
D2003	Bacterial protein of unknown function (DUF853)	0.008440024	0.01197076	0.054824806	0.46256206	0.014055253	0.900371304	0.878011153	0.201431611	0.337005015	0.014607093	0.411859698	0.973875452	0.702589573	0.758212991
D11807	mevalonate kinase	0.004444932	0.079011142	0.289103859	0.92471724	0.013853278	0.892569161	0.955643585	0.269934327	0.455219077	0.134947317	0.428254048	0.845015474	0.36322279	0.774430767
D17012	protein refolding	0.00387902	0.065557295	0.0866181	0.339903391	0.017850939	0.678456059	0.923086399	0.602781563	0.099372212	0.128136064	0.549495599	0.437734625	0.939251009	0.579228041
D15591	Phosphoglycerate mutase	0.006531844	0.095352224	0.199081861	0.362583166	0.040778874	0.465165814	0.959966377	0.219729884	0.049923825	0.076997642	0.991613925	0.685556291	0.633435232	0.536252145
D1660	Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn)	0.001974839	0.169237829	0.140872704	0.148870953	0.00932732	0.521417087	0.721353968	0.428445772	0.058807179	0.138158146	0.917899998	0.549048077	0.798884738	0.740067218
D16491	Protein of unknown function (DUF1706)	0.010296756	0.107738496	0.158162516	0.209372625	0.020413852	0.79797241	0.604790335	0.251113522	0.097958908	0.093129056	0.867099864	0.680802254	0.994676761	0.692966157
D3203	Carbamoyl-phosphate synthetase ammonia chain	0.007844893	0.012598889	0.160972567	0.549366674	0.066583824	0.498599244	0.66494403	0.351298427	0.156112785	0.108530242	0.824210207	0.475687835	0.828037649	0.266334949
D11556	Membrane domain of glycerophosphoryl diester phosphodiesterase	0.004896291	0.032933252	0.087369038	0.365975582	0.050891636	0.726200161	0.655635764	0.489545936	0.177848818	0.18823042	0.912149388	0.297877407	0.610906395	0.286081598
D9524	GntP family permease	0.040197739	0.057702644	0.324379328	0.495461169	0.046095008	0.706738124	0.519691487	0.641921611	0.078972226	0.1540359	0.763744782	0.305880611	0.857957238	0.726124709
D15447	PhoH-like protein	0.023662353	0.042559096	0.197161655	0.439590883	0.095980268	0.488230766	0.405621551	0.758376391	0.088916589	0.179954737	0.897101493	0.865798624	0.96011896	0.731326179
D17177	PspC domain	0.00097628	0.089736205	0.284181081	0.518063772	0.019903373	0.84245516	0.603734396	0.846592152	0.301543987	0.189132506	0.906788484	0.450574136	0.985774409	0.627071854
D17852	"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins"	0.000978605	0.191613105	0.544474745	0.44223395	0.003182754	0.846771257	0.90035897	0.977151398	0.249368653	0.167755714	0.905571375	0.215129486	0.890952995	0.570058287
D7388	Domain of unknown function (DUF4173)	0.003060534	0.050998992	0.300839599	0.234850349	0.078100287	0.823597462	0.959966377	0.820109698	0.122290732	0.077619331	0.985025455	0.671605511	0.795622652	0.378179584
D15848	"Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism"	0.001258831	0.036211147	0.238511359	0.346995062	0.024744253	0.855808893	0.783425304	0.709744118	0.208807274	0.167886629	0.862332604	0.487327854	0.440279528	0.141461485
D6836	Displays ATPase and GTPase activities	0.000970363	0.074432716	0.272626358	0.078843036	0.024501598	0.806099029	0.807398029	0.613055023	0.21655302	0.155320857	0.562903015	0.61093053	0.617781843	0.47235025
D13622	Permease	0.001163513	0.031011225	0.488015135	0.181139335	0.014793784	0.632580178	0.64427179	0.527294322	0.102391823	0.079757325	0.45657339	0.907956928	0.652124093	0.232574061
D562	ABC-type Fe3 transport system permease component	0.012193864	0.190222496	0.273149943	0.267679843	0.02957796	0.539840252	0.298690699	0.56479814	0.9842854	0.453388758	0.72498382	0.355423572	0.845940255	0.223598663
D13488	Peptidase propeptide and YPEB domain	0.00660876	0.126042507	0.28139853	0.187327007	0.054274474	0.747334382	0.257261833	0.857153576	0.925595955	0.573890794	0.753276701	0.497327809	0.778711244	0.201832241
D5533	"COG1961 Site-specific recombinases, DNA invertase Pin homologs"	0.004550265	0.300514605	0.639399713	0.091836808	0.047235622	0.798513531	0.190631346	0.527925517	0.327950911	0.818355307	0.438975443	0.579235733	0.716830146	0.22444513
D13387	Penicillinase repressor	0.027298339	0.199449711	0.24800222	0.065511959	0.010573154	0.903462314	0.086840288	0.909985697	0.433951709	0.877906205	0.964831312	0.295801924	0.799931498	0.087788682
D18637	Ser Thr phosphatase family protein	0.002245842	0.187040362	0.053395088	0.189914193	0.014939681	0.328999318	0.433843918	0.191983179	0.816615506	0.669539085	0.318157229	0.697148509	0.979057946	0.18459734
D121	"2-hydroxyglutaryl-CoA dehydratase, D-component"	0.000258267	0.064875593	0.114322036	0.166438556	0.041594071	0.376639083	0.634265771	0.3168764	0.481958861	0.373663548	0.552374619	0.706412477	0.916959734	0.321993619
D18051	"Ribonucleotide reductase, barrel domain"	0.0001437	0.187817303	0.176500402	0.464922197	0.02637435	0.595306396	0.877473639	0.566863933	0.4784065	0.566683372	0.46094605	0.638864278	0.883733731	0.270722126
D1331	aminotransferase class I and II	0.00426067	0.156827102	0.498657066	0.465438721	0.009077875	0.428839498	0.630732218	0.615408055	0.487797327	0.381682341	0.448561047	0.374086241	0.690966287	0.253389153
D1045	Alcohol dehydrogenase zinc-binding domain protein	0.001286888	0.436087924	0.549740677	0.313667211	0.033103415	0.335401108	0.753347821	0.865760604	0.708615814	0.924329505	0.536953171	0.643885288	0.784859778	0.281855077
D12900	oligoendopeptidase F	0.001783335	0.322483633	0.21194199	0.16667174	0.029188344	0.524412816	0.216397132	0.823270877	0.521237931	0.909747635	0.791715089	0.685863956	0.809775525	0.450850603
D4905	COG NOG26583 non supervised orthologous group	0.047250757	0.542369803	0.655359688	0.175296178	0.011364527	0.5326423	0.298690699	0.448118618	0.564444174	0.338875156	0.582217765	0.940888261	0.826371884	0.540049563
D10868	KaiC	0.034176498	0.114674745	0.562634708	0.244119186	0.031280265	0.306047731	0.190631346	0.67737455	0.980134875	0.513611392	0.428217343	0.709892028	0.902140011	0.57782646
D2575	Belongs to the pyridoxine kinase family	0.005694734	0.014787267	0.36496073	0.302995846	0.008950893	0.643728284	0.22156069	0.764716932	0.808611398	0.198627839	0.578374902	0.767520213	0.569478853	0.124016287
D14198	"PFAM Glycoside hydrolase, family 38"	0.031868164	0.098694691	0.564709905	0.151252304	0.000515484	0.520297246	0.298690699	0.801974734	0.538267326	0.108339063	0.204849783	0.930677274	0.350018143	0.208240388
D21175	transferase	0.048459187	0.081446961	0.264311668	0.10086431	0.006267557	0.267353705	0.22156069	0.81561127	0.549752094	0.234462788	0.482997913	0.973564555	0.390858645	0.359722385
D21000	TraM recognition site of TraD and TraG	0.003956751	0.242873459	0.043651144	0.148364743	0.004308129	0.515939712	0.11998143	0.981568258	0.540128295	0.422502786	0.472902809	0.409281015	0.171107093	0.48298528
D3273	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	0.005842524	0.147848841	0.014998679	0.105637947	0.000479091	0.714542502	0.140354761	0.535757914	0.864151736	0.508329558	0.96121382	0.628587122	0.506025029	0.261091708
D15667	phosphoprotein phosphatase activity	0.036926454	0.116565366	0.054318426	0.207016331	0.002972354	0.577437446	0.11998143	0.888408215	0.914428915	0.544355873	0.792211189	0.678931418	0.653921637	0.212615988
D872	acyl-CoA transferases carnitine dehydratase	0.005443755	0.083837769	0.017545764	0.044327237	0.016516876	0.25093143	0.22156069	0.240744805	0.16209953	0.495610769	0.80103836	0.616985413	0.38161329	0.247669666
D1615	"Asparagine synthase, glutamine-hydrolyzing"	0.009567017	0.157143378	0.071553735	0.044151236	0.004751365	0.300045898	0.102250754	0.395450989	0.913311023	0.429175527	0.81073559	0.907770602	0.295766239	0.230031451
D19037	Sodium alanine symporter	0.00160259	0.254176419	0.079230932	0.021652072	0.020357312	0.151815559	0.33730138	0.475222068	0.939667969	0.528815102	0.933917128	0.789937032	0.178714725	0.216778711
D6812	Dipeptidase	0.001089871	0.156025077	0.066193554	0.014172577	1.41E-05	0.110702526	0.742294677	0.323912486	0.169387764	0.277187549	0.879734646	0.114115024	0.448325269	0.221362476
D15309	Phage minor structural protein GP20	0.001336298	0.125218446	0.159322215	0.084859973	0.000987378	0.419655913	0.709691878	0.774040318	0.571160329	0.27293535	0.790722529	0.326566943	0.62633859	0.369602185
D21202	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	0.001111946	0.226356571	0.21137654	0.120168782	0.004490435	0.158906228	0.862809416	0.543810709	0.615879547	0.652345451	0.535929875	0.180812936	0.64507165	0.066073348
D3417	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	0.002300131	0.766710936	0.18334639	0.082695225	0.007200531	0.413371144	0.591446695	0.81639747	0.934302272	0.720774686	0.324219244	0.049957763	0.712883808	0.184425609
D3654	"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"	0.003391647	0.22044829	0.047951993	0.097616648	0.000400172	0.50959832	0.442014071	0.952174704	0.395862738	0.436380821	0.59610948	0.181693338	0.260711811	0.647604949
D8282	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	0.000872624	0.256468745	0.044930722	0.119368467	0.017806372	0.580584265	0.435537393	0.845168624	0.739762915	0.61606263	0.057321764	0.072122142	0.498751398	0.680000911
D1990	Bacterial mobilization protein MobC	0.091694365	0.296527828	0.135054925	0.247322922	0.022858649	0.941673723	0.456704107	0.934033655	0.894771175	0.23291196	0.947119321	0.337220698	0.05535884	0.237116912
D1296	"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner"	0.15990446	0.16933633	0.071716325	0.085823666	0.518999978	0.789501123	0.829435431	0.829672986	0.710757914	0.364135911	0.364721445	0.461958473	0.1948643	0.831833636
D1989	Bacterial mobilisation protein (MobC)	0.062476506	0.233351728	0.25277492	0.025549256	0.297314979	0.574989148	0.573082847	0.841112717	0.463283335	0.656890439	0.375764604	0.155205568	0.134760556	0.362463343
D2456	Belongs to the methyltransferase superfamily	0.110220735	0.150797426	0.2358369	0.583044106	0.10968377	0.448606882	0.668414212	0.83837143	0.4439128	0.47937054	0.676743096	0.21751167	0.619512812	0.861300794
D2577	Belongs to the pyruvate kinase family	0.003135418	0.115564667	0.040131458	0.316383225	0.029272079	0.635958519	0.74710709	0.716849087	0.594183084	0.442045104	0.450121105	0.311594853	0.578259677	0.715682719
D14726	PFAM Protein kinase domain	0.010709603	0.23598624	0.241732872	0.184946944	0.109591558	0.485710944	0.724429191	0.56903951	0.701807069	0.305119657	0.65939865	0.296757677	0.498900748	0.65939865
D12736	nuclear chromosome segregation	0.016880789	0.282286821	0.068147634	0.448562969	0.014055253	0.920516417	0.752160618	0.936993213	0.408546093	0.211632954	0.452201452	0.026640378	0.803358752	0.611602999
D2677	Belongs to the universal ribosomal protein uL29 family	0.030034824	0.068363796	0.025705363	0.131878262	0.046679489	0.718576482	0.828204662	0.666940795	0.407430171	0.238990125	0.415896078	0.090562456	0.464360891	0.416901796
D9608	GtrA-like protein	0.004398642	0.124472769	0.042787496	0.161079437	0.027011451	0.993051783	0.594032493	0.79564056	0.459443731	0.38139674	0.969698221	0.121265231	0.478781324	0.702762007
D10681	"Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)"	0.012660594	0.107460376	0.020626783	0.286051618	0.040623819	0.733525866	0.462083893	0.783717569	0.40711227	0.36160759	0.738108767	0.160437075	0.711980359	0.997456034
D10605	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	0.019648115	0.160028441	0.023198561	0.087025911	0.086455744	0.803581794	0.462083893	0.71983703	0.415424477	0.335839911	0.777182329	0.158592819	0.342536913	0.993061984
D18292	"RNA polymerase Rpb1, domain 3"	0.016261469	0.304573303	0.012739908	0.100266288	0.078867071	0.80784388	0.669010092	0.960369966	0.549785804	0.45498731	0.32696496	0.171061432	0.414588743	0.791502566
D17733	relaxase mobilization nuclease domain protein	0.000954198	0.040218348	0.085107572	0.151829521	5.55E-05	0.505437366	0.835881074	0.412941188	0.739173827	0.057030966	0.49817714	0.184390745	0.169578351	0.278287133
D3376	Catalyzes the addition of an amino acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan	0.000165972	0.084604158	0.052642903	0.0338075	0.000394873	0.960356714	0.85232145	0.179849039	0.43147113	0.073991697	0.800216726	0.428742386	0.478607598	0.661378632
D19950	thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence	0.001627274	0.013510552	0.045463969	0.031048108	1.63E-05	0.43113174	0.917158253	0.324061999	0.303011232	0.104621909	0.635882292	0.500749033	0.534283662	0.505958249
